order_id,customer_id,order_date,total_amount
878,18,2024-06-22,4215.57
879,710,2025-03-30,1029.04
880,370,2025-06-20,5431.53
881,527,2025-04-05,2256.4
882,614,2024-03-12,3793.53
883,278,2024-02-15,14432.0
884,798,2024-07-02,5671.29
885,193,2024-11-29,8187.69
886,135,2025-07-28,433.44
887,320,2024-10-14,6276.83
888,711,2025-06-07,2570.76
889,215,2025-08-01,3668.02
890,80,2025-10-29,2734.64
891,776,2024-07-11,2247.53
892,481,2025-10-15,861.48
893,68,2025-04-29,4078.15
894,211,2025-02-24,7606.71
895,361,2024-02-23,6123.45
896,584,2024-08-18,2897.35
897,782,2025-04-13,1853.78
898,733,2024-01-27,4867.06
899,5,2025-08-21,16430.44
900,389,2024-08-25,10453.99
901,113,2024-12-16,7278.23
902,506,2024-04-17,1362.69
903,468,2024-11-28,9066.84
904,72,2024-10-24,4527.64
905,406,2025-10-01,3251.06
906,105,2024-09-10,7999.04
907,286,2024-11-18,12709.69
908,524,2024-06-09,6599.6
909,510,2025-01-24,1211.01
910,756,2025-02-22,1532.12
911,695,2024-10-07,1085.6
912,620,2024-01-23,12130.8
913,478,2025-06-23,5599.44
914,268,2024-10-07,3739.88
915,323,2025-08-04,3331.3
916,724,2024-08-26,3893.61
917,733,2025-03-04,5576.21
918,586,2024-04-06,8802.58
919,606,2024-10-16,8830.54
920,47,2025-03-17,2860.91
921,28,2024-10-09,9223.12
922,664,2024-01-25,1409.67
923,346,2023-12-15,990.84
924,472,2024-12-16,7121.65
925,585,2024-08-05,10806.47
926,515,2024-11-08,9183.93
927,295,2025-04-22,5953.29
928,761,2024-05-06,2132.3
929,98,2025-03-31,10229.18
930,668,2025-04-30,6873.77
931,425,2025-05-21,10452.36
932,643,2024-03-13,15129.1
933,535,2025-11-05,5178.04
934,155,2024-12-02,6946.68
935,263,2024-12-27,5476.55
936,574,2025-03-16,3235.49
937,285,2025-03-30,2282.02
938,66,2024-12-25,4489.59
939,124,2024-01-18,10099.28
940,792,2024-06-26,4950.58
941,434,2024-11-11,2248.84
942,282,2024-10-18,4022.67
943,325,2024-01-14,7848.86
944,316,2025-10-18,2541.8
945,36,2025-07-28,11255.59
946,548,2024-11-18,981.16
947,262,2024-07-04,5627.14
948,647,2024-03-08,7422.2
949,483,2024-02-21,10804.72
950,617,2025-04-28,4876.72
951,4,2025-10-15,4945.18
952,529,2024-07-04,6038.38
953,336,2025-08-28,5665.61
954,387,2024-05-25,4422.54
955,204,2024-12-24,1431.0
956,615,2024-10-11,2406.91
957,15,2024-06-30,11744.54
958,295,2025-01-28,11495.03
959,419,2023-12-21,3316.27
960,633,2025-01-14,3510.36
961,332,2024-01-12,11302.12
962,61,2025-10-26,1894.42
963,483,2023-12-19,4164.04
964,517,2024-12-16,4834.73
965,174,2024-02-05,7117.63
966,267,2024-12-14,600.95
967,131,2024-10-09,9422.92
968,530,2024-09-29,4598.64
969,570,2024-01-26,5255.83
970,723,2024-11-08,4402.19
971,497,2025-04-10,4527.48
972,291,2025-05-26,2649.65
973,680,2025-01-28,14937.28
974,787,2025-08-06,1415.34
975,605,2024-05-28,1758.66
976,30,2024-08-16,3936.96
977,465,2024-05-29,13086.02
978,133,2025-02-10,913.74
979,762,2024-01-16,795.1
980,391,2025-07-03,36.45
981,183,2024-12-09,3681.13
982,214,2023-11-26,2858.34
983,124,2024-02-10,5245.8
984,135,2025-06-11,4538.12
985,457,2025-04-10,3772.12
986,378,2024-11-07,9650.95
987,664,2024-04-01,13723.74
988,308,2025-07-16,1776.32
989,438,2024-04-03,2110.01
990,111,2025-08-29,15876.98
991,84,2024-09-14,1235.51
992,722,2023-12-19,8432.19
993,639,2024-01-17,5599.8
994,266,2024-10-02,7604.56
995,674,2025-09-24,9273.38
996,15,2025-05-14,1414.46
997,28,2024-07-02,2431.48
998,447,2024-07-14,9180.89
999,157,2025-02-12,8020.75
1000,53,2025-05-29,5927.68
1001,755,2024-11-01,10618.51
1002,695,2025-06-24,6803.52
1003,66,2025-04-17,6511.15
1004,662,2024-10-28,1868.88
1005,481,2025-03-12,5261.05
1006,617,2025-08-02,6931.31
1007,290,2024-06-06,7430.67
1008,506,2024-08-05,1705.88
1009,268,2025-10-27,4838.7
1010,346,2025-09-20,4053.88
1011,349,2025-08-04,6755.01
1012,707,2024-04-07,4659.26
1013,625,2024-04-25,65.65
1014,520,2024-04-05,769.47
1015,211,2024-01-13,5592.12
1016,511,2025-06-16,8465.88
1017,252,2025-02-25,5320.21
1018,370,2024-06-02,15239.77
1019,699,2025-09-21,5278.82
1020,72,2025-04-20,2199.75
1021,412,2024-02-04,811.63
1022,677,2024-10-15,9139.25
1023,287,2025-01-02,7703.2
1024,715,2023-11-27,5478.72
1025,38,2023-11-18,12272.77
1026,566,2024-09-15,1712.25
1027,553,2024-02-12,8175.88
1028,382,2023-11-24,2476.08
1029,460,2024-03-26,2835.42
1030,580,2025-04-06,8837.06
1031,533,2024-11-18,8790.64
1032,422,2024-11-05,830.26
1033,436,2025-05-04,746.05
1034,379,2024-09-23,17337.43
1035,750,2025-09-18,7793.6
1036,542,2025-04-07,551.98
1037,467,2025-06-14,2590.84
1038,124,2025-02-23,3711.69
1039,381,2025-05-30,6721.0
1040,146,2024-11-26,3200.3
1041,561,2024-07-06,4049.8
1042,580,2025-03-08,8038.18
1043,780,2025-08-06,4565.9
1044,420,2025-03-07,7571.59
1045,662,2024-08-20,769.47
1046,586,2025-05-03,5585.22
1047,584,2025-04-20,5445.73
1048,252,2025-05-03,7054.37
1049,448,2025-04-21,3297.26
1050,392,2024-09-15,4426.31
1051,148,2025-07-30,3650.62
1052,418,2024-07-06,7398.28
1053,146,2024-01-21,5900.08
1054,601,2024-02-19,4487.7
1055,395,2024-02-26,642.76
1056,326,2023-11-24,4690.66
1057,20,2024-04-10,3053.37
1058,668,2024-02-08,2173.44
1059,86,2025-08-08,13733.09
1060,2,2023-11-26,3449.43
1061,613,2025-05-07,3683.08
1062,289,2024-04-08,3430.95
1063,577,2025-09-11,610.93
1064,405,2023-12-04,15488.03
1065,651,2024-04-24,3261.2
1066,350,2024-11-21,4983.84
1067,709,2025-03-31,2777.96
1068,5,2024-03-05,1339.04
1069,424,2025-04-01,4435.01
1070,688,2024-05-19,5048.72
1071,787,2024-10-17,4465.3
1072,697,2025-08-29,7717.46
1073,288,2025-03-14,9818.67
1074,583,2025-09-10,7070.76
1075,67,2025-07-19,2531.24
1076,710,2025-01-05,11324.29
1077,125,2024-04-10,10382.02
1078,460,2024-01-19,5965.95
1079,26,2024-07-04,7431.39
1080,443,2025-07-03,372.87
1081,257,2024-11-07,2090.56
1082,56,2024-03-08,5548.88
1083,783,2024-11-16,1214.0
1084,593,2024-10-06,129.2
1085,35,2023-11-30,2754.44
1086,642,2024-02-12,4078.28
1087,412,2024-03-22,969.96
1088,239,2025-10-14,8756.77
1089,348,2024-03-11,2000.06
1090,608,2025-06-09,6059.24
1091,263,2025-05-12,6746.72
1092,249,2024-10-24,782.32
1093,599,2024-11-24,10991.55
1094,317,2024-11-14,6543.76
1095,520,2023-11-29,4028.71
1096,712,2025-09-11,14106.52
1097,108,2024-10-28,3958.24
1098,478,2025-02-10,5832.82
1099,372,2024-05-20,2544.78
1100,31,2024-04-18,7168.15
1101,204,2024-06-30,3480.0
1102,737,2025-01-29,5658.53
1103,201,2025-08-19,814.2
1104,104,2025-08-22,605.76
1105,389,2024-09-13,14108.44
1106,445,2023-12-23,4827.42
1107,440,2024-07-30,8024.1
1108,645,2023-11-20,3970.72
1109,482,2024-02-01,12794.62
1110,730,2025-03-17,6230.14
1111,596,2025-09-02,7998.17
1112,241,2025-05-20,6471.81
1113,564,2024-10-14,703.31
1114,303,2024-10-01,6504.9
1115,345,2025-09-03,7190.34
1116,392,2024-12-03,1085.6
1117,240,2025-06-08,4989.39
1118,526,2025-02-05,7629.16
1119,206,2025-02-18,6805.11
1120,196,2025-06-03,9877.99
1121,594,2025-01-17,9062.55
1122,529,2024-06-26,6101.05
1123,215,2023-12-12,7910.0
1124,756,2024-11-26,166.02
1125,348,2024-09-19,3755.08
1126,782,2024-11-25,12087.55
1127,623,2024-12-16,5160.23
1128,337,2025-02-15,7430.54
1129,501,2025-05-29,1753.98
1130,72,2025-03-02,5411.52
1131,59,2025-11-09,5005.39
1132,161,2025-04-24,1067.3
1133,429,2025-10-16,5520.67
1134,727,2025-08-09,10451.68
1135,8,2025-09-17,418.28
1136,253,2024-11-26,3378.81
1137,356,2024-05-12,8937.59
1138,675,2025-05-21,4616.98
1139,716,2023-12-31,775.68
1140,281,2024-12-28,9727.38
1141,79,2023-11-28,2780.22
1142,420,2024-10-06,7399.55
1143,655,2025-02-03,10747.95
1144,727,2024-07-16,6731.4
1145,70,2025-01-16,318.04
1146,731,2024-01-02,5152.44
1147,182,2024-06-09,3478.93
1148,688,2025-10-07,908.64
1149,158,2025-03-31,5711.01
1150,714,2024-10-03,71.35
1151,657,2025-10-04,3248.72
1152,256,2024-11-15,2276.57
1153,15,2024-02-12,1522.63
1154,742,2024-12-02,1615.41
1155,335,2025-03-11,4383.54
1156,439,2025-11-12,328.36
1157,109,2025-03-29,7111.55
1158,13,2024-08-09,9638.93
1159,378,2024-10-27,766.06
1160,421,2025-05-08,5194.74
1161,583,2024-10-17,995.1
1162,647,2023-11-30,5224.96
1163,600,2024-03-18,8917.57
1164,239,2024-06-24,671.38
1165,317,2025-05-31,3997.76
1166,635,2024-04-11,438.48
1167,384,2024-11-12,6233.53
1168,455,2024-08-07,5073.75
1169,235,2024-10-19,6593.53
1170,534,2024-05-12,5943.29
1171,72,2024-12-12,1454.84
1172,94,2024-05-02,1748.57
1173,520,2025-02-12,3743.36
1174,319,2025-10-20,4082.3
1175,181,2025-04-29,5775.7
1176,408,2024-08-03,12180.22
1177,779,2025-10-29,1529.03
1178,438,2025-02-23,1297.92
1179,610,2025-09-06,10007.85
1180,385,2025-08-29,8767.3
1181,14,2025-05-22,11442.65
1182,316,2025-04-07,7248.61
1183,522,2024-11-11,10962.86
1184,647,2024-02-23,7740.75
1185,679,2025-09-29,1577.75
1186,660,2024-06-28,16269.13
1187,513,2025-05-28,7911.5
1188,796,2025-05-19,7336.86
1189,716,2024-09-12,1889.24
1190,793,2024-10-02,10704.66
1191,203,2025-08-22,11221.83
1192,61,2025-04-19,9784.0
1193,128,2025-04-03,5739.98
1194,497,2025-06-06,7465.23
1195,8,2024-08-19,8662.81
1196,619,2025-07-24,6160.1
1197,388,2024-11-14,3959.21
1198,27,2025-07-27,10788.41
1199,677,2025-08-30,621.81
1200,47,2024-03-18,13562.0
